tau1,tau2,tau3,tau4,p1,p2,p3,p4,g1,g2,g3,g4,stab,stabf
1.213524,2.307355,1.197086,3.834158,3.859445,-0.619244,-1.961537,-1.278664,0.435348,0.821869,0.869014,0.706587,0.001671461,unstable
8.971707,8.848428,3.046479,1.214518,3.405158,-1.207456,-1.27721,-0.920492,0.163041,0.766689,0.839444,0.109853,0.003470879,unstable
3.437054,3.194033,2.811483,6.42125,4.328194,-1.040701,-1.824012,-1.463481,0.795888,0.888237,0.104523,0.662655,0.04407062,unstable
7.387152,3.239395,9.120282,5.403434,4.187757,-1.160035,-1.509482,-1.51824,0.499193,0.807828,0.961095,0.241686,0.05096695,unstable
8.230513,3.612412,1.398092,6.404574,2.905826,-1.218915,-0.608472,-1.078439,0.119235,0.575136,0.107615,0.128912,-0.04907884,stable
5.866096,6.731809,5.527005,3.331843,4.496281,-1.391075,-1.694276,-1.410931,0.396114,0.232042,0.150635,0.512658,-0.01477135,stable
5.466011,2.684024,8.398795,2.599305,4.376058,-1.319195,-1.811093,-1.245769,0.586158,0.12203,0.527035,0.493076,0.004074527,unstable
7.493348,5.44361,6.152272,2.074282,4.013707,-0.717354,-1.646439,-1.649914,0.949656,0.741585,0.797421,0.128735,0.07641712,unstable
3.30666,7.610542,3.505246,1.356993,4.503349,-1.310121,-1.552238,-1.64099,0.155941,0.358577,0.823467,0.751426,-0.03575743,stable
4.886682,5.142258,1.582341,8.874599,4.005321,-1.979513,-0.812774,-1.213034,0.684001,0.491906,0.289924,0.264487,0.004880092,unstable
5.921796,4.135595,5.717791,9.283726,4.854589,-1.425794,-1.617656,-1.81114,0.155543,0.145434,0.881343,0.640754,0.03695554,unstable
8.790009,8.658137,9.512071,3.751391,3.517257,-1.85352,-0.679784,-0.983953,0.199058,0.93547,0.961371,0.124185,0.06419774,unstable
6.069818,3.098501,6.970878,5.473168,3.536404,-0.623007,-1.433612,-1.479784,0.141113,0.861568,0.991847,0.373643,0.05089821,unstable
2.564,4.675092,7.920448,3.445921,2.508701,-0.741471,-1.085885,-0.681346,0.160493,0.505564,0.391935,0.73318,0.005434243,unstable
6.372746,7.267982,6.313553,3.242505,4.539956,-1.896701,-1.625282,-1.017973,0.263728,0.794161,0.246673,0.703038,0.03627378,unstable
8.665081,6.627994,9.907218,7.048327,2.184089,-0.507641,-1.119726,-0.556721,0.811653,0.412041,0.342677,0.386243,0.05449457,unstable
7.760198,8.760377,6.586575,5.975376,3.651855,-1.124362,-1.511277,-1.016216,0.159872,0.170219,0.092105,0.584385,-0.01141581,stable
1.653172,8.980343,3.319568,3.713463,3.204667,-1.005737,-1.639839,-0.559091,0.060491,0.185637,0.394929,0.34449,-0.04898069,stable
8.005344,1.363685,2.71143,8.585742,4.661824,-1.859901,-1.778678,-1.023245,0.261455,0.602964,0.632555,0.247175,-0.03530664,stable
7.456395,5.925694,7.295178,5.439365,4.156587,-1.490484,-1.843896,-0.822208,0.646871,0.229847,0.55824,0.171737,0.03605199,unstable
9.02876,8.563437,9.715164,2.260099,3.864317,-0.996622,-0.990551,-1.877144,0.235509,0.855004,0.417093,0.857902,0.02947285,unstable
6.220429,0.674386,2.476609,4.596149,3.393401,-1.934184,-0.631238,-0.827979,0.599592,0.552996,0.686935,0.700399,0.007692896,unstable
9.694989,8.393842,4.536673,5.012365,3.988816,-0.837072,-1.525764,-1.625981,0.538364,0.273122,0.212663,0.413255,0.0149729,unstable
6.808349,3.674897,8.26029,2.918659,3.248962,-1.171686,-0.947988,-1.129288,0.727136,0.16787,0.708938,0.914185,0.0457247,unstable
5.240968,4.269742,1.06994,6.067035,5.112338,-1.599665,-1.851627,-1.661046,0.545479,0.514331,0.705492,0.195741,-0.01509623,stable
7.477834,9.738617,3.718659,8.467939,2.616752,-1.414501,-0.694033,-0.508218,0.758015,0.492207,0.347787,0.835669,0.06634698,unstable
6.072608,5.563935,1.1427,3.095473,2.155183,-0.723847,-0.852865,-0.578471,0.340352,0.518745,0.160527,0.871539,0.006647309,unstable
0.691756,6.554388,0.539827,3.587697,3.620241,-1.318854,-1.78386,-0.517527,0.112899,0.607282,0.252296,0.300031,-0.0379819,stable
2.709629,5.006101,3.283984,2.732621,3.368382,-1.013597,-0.964334,-1.390451,0.73855,0.512898,0.688025,0.977467,0.06833072,unstable
1.254478,6.629104,6.205139,9.622675,3.619247,-1.393962,-1.707913,-0.517373,0.542789,0.632777,0.886494,0.215503,0.02991258,unstable
7.716364,7.245718,2.53814,4.601898,4.217071,-1.730564,-0.602139,-1.884369,0.896023,0.260385,0.765678,0.275686,0.02935834,unstable
3.22443,6.465942,8.964498,0.597962,4.574313,-0.664522,-1.913418,-1.996374,0.656834,0.739231,0.805023,0.809698,0.01303593,unstable
6.764379,8.491698,6.849037,3.875364,4.72403,-1.672356,-1.226904,-1.82477,0.942077,0.756599,0.846514,0.976283,0.1006225,unstable
2.76986,6.547684,2.846721,6.822812,2.890096,-1.398986,-0.868895,-0.622215,0.165464,0.81836,0.900053,0.984301,0.06747411,unstable
4.019505,4.91699,7.156925,7.479451,2.608319,-0.571217,-1.481081,-0.55602,0.899835,0.636727,0.697265,0.793372,0.08683286,unstable
3.831532,4.740846,8.61117,3.029979,4.717062,-1.951273,-1.333226,-1.432563,0.483855,0.945967,0.766045,0.456992,0.05330111,unstable
4.096006,8.721442,7.769728,5.0094,3.978361,-1.870128,-0.552626,-1.555607,0.291805,0.824861,0.810024,0.231431,0.05658684,unstable
3.220299,1.135308,8.644476,9.953555,4.305516,-1.709806,-1.992515,-0.603196,0.982722,0.532278,0.948032,0.143266,0.005050799,unstable
4.380775,1.045034,7.427584,6.505468,2.396207,-0.636207,-1.254496,-0.505503,0.528677,0.341912,0.763293,0.880642,0.05262364,unstable
1.048875,6.851428,1.137588,7.432308,3.949151,-1.049377,-1.317146,-1.582629,0.755123,0.093238,0.22213,0.876814,-0.03335004,stable
7.465473,4.24312,1.885679,2.357192,2.722019,-1.340553,-0.601489,-0.779977,0.445035,0.676999,0.752065,0.356841,-0.007972971,stable
6.115444,3.846612,2.872269,2.151811,3.811159,-1.355805,-1.548508,-0.906846,0.968095,0.688895,0.306184,0.758049,0.04793163,unstable
9.411511,3.392335,5.682865,4.687873,5.200837,-1.717967,-1.513673,-1.969197,0.901009,0.515722,0.716739,0.099022,0.04227127,unstable
6.978306,4.999137,1.228982,5.612674,4.198675,-1.872307,-1.568066,-0.758301,0.491766,0.253597,0.136002,0.599434,0.008669618,unstable
4.688746,3.050845,8.540825,9.762211,3.771719,-0.803689,-1.702049,-1.265981,0.736988,0.931935,0.819134,0.46124,0.05428765,unstable
6.840016,6.793144,8.163167,6.131866,3.272906,-1.3159,-1.396417,-0.560589,0.100679,0.381583,0.759398,0.569686,0.04729812,unstable
0.863566,3.305066,7.112668,7.329411,4.417296,-0.802087,-1.834591,-1.780618,0.779914,0.728776,0.187863,0.869941,-0.0006399765,stable
3.787916,8.696132,9.715974,2.078519,2.99611,-1.059149,-1.14493,-0.792032,0.06759,0.843497,0.727949,0.175552,0.0392555,unstable
3.392299,1.274827,2.954947,6.894759,4.349512,-1.663661,-0.952437,-1.733414,0.502079,0.567242,0.28588,0.36612,-0.02580341,stable
3.503117,9.55703,7.708997,5.836897,4.585202,-1.740483,-0.985448,-1.85927,0.7043,0.899073,0.395151,0.161574,0.03939884,unstable
3.290388,2.653696,6.910409,6.898677,3.586945,-0.683748,-1.305057,-1.598141,0.516808,0.053839,0.425583,0.898145,0.03351439,unstable
4.921796,6.956066,2.272559,6.404015,4.589369,-1.587635,-1.838024,-1.16371,0.601351,0.438572,0.381149,0.795864,0.04796797,unstable
6.418755,3.195099,4.13648,8.808394,4.985213,-1.918326,-1.697333,-1.369554,0.398859,0.679035,0.259408,0.93475,0.03994362,unstable
7.348625,9.451563,7.626162,5.90681,4.153071,-1.811586,-1.040228,-1.301257,0.783074,0.627636,0.908439,0.318742,0.08077811,unstable
5.883925,1.121395,5.229398,1.479689,3.098176,-0.584862,-1.2307,-1.282614,0.588473,0.774112,0.851991,0.927223,0.01018953,unstable
6.324206,0.796598,7.100992,7.726346,3.1932,-0.618561,-1.453327,-1.121312,0.309887,0.704149,0.326645,0.105435,-0.04304333,stable
7.190157,3.899142,4.268411,8.337621,4.946728,-1.532552,-1.831298,-1.582879,0.544611,0.137889,0.601141,0.449912,0.02752134,unstable
6.961077,2.243816,1.220786,8.592815,4.833195,-1.719765,-1.839919,-1.273512,0.809983,0.823179,0.318814,0.488109,0.01116176,unstable
4.780554,8.116048,3.616227,7.052487,3.059736,-0.862244,-0.614105,-1.583386,0.544014,0.375666,0.872887,0.548625,0.05007009,unstable
7.604896,5.173251,0.603783,6.533919,3.986973,-1.79059,-0.875551,-1.320832,0.839046,0.343272,0.969243,0.914356,0.03208352,unstable
5.893156,8.612296,7.051784,8.689428,5.03183,-1.683345,-1.433042,-1.915443,0.065228,0.580435,0.773402,0.829856,0.06801933,unstable
9.412361,2.208984,4.82454,4.175468,2.842206,-1.262436,-0.503933,-1.075838,0.902424,0.720934,0.200965,0.830934,0.02213481,unstable
1.366354,6.50161,7.149804,9.915422,4.558066,-1.484419,-1.962004,-1.111642,0.326795,0.467213,0.655922,0.44276,0.02606401,unstable
4.387807,1.869439,1.8182,9.864098,3.507329,-1.399478,-1.212884,-0.894967,0.857292,0.852846,0.229965,0.606375,-0.020208,stable
4.827765,0.651193,4.956291,8.896559,3.396414,-1.898571,-0.647433,-0.85041,0.572383,0.52666,0.601625,0.550881,0.007247934,unstable
2.393486,2.031662,2.398678,8.095782,4.616666,-1.762826,-1.674457,-1.179383,0.774175,0.177132,0.665163,0.079143,-0.01284237,stable
1.236515,5.85465,2.169896,5.413557,2.65909,-1.266368,-0.772167,-0.620556,0.828715,0.437063,0.449189,0.994376,0.01893711,unstable
7.365699,2.67467,1.029993,5.550139,4.223617,-1.064132,-1.551396,-1.608089,0.056708,0.197921,0.765895,0.634324,-0.04932907,stable
9.022114,6.221858,5.76188,9.227824,3.547941,-1.338796,-1.15439,-1.054755,0.180316,0.989248,0.371199,0.123369,0.03394012,unstable
6.032831,7.094711,6.272183,4.106916,2.909614,-0.758645,-1.424754,-0.726215,0.6546,0.55627,0.265312,0.663014,0.05425504,unstable
1.101753,8.667857,8.063583,2.5405,3.933576,-1.29069,-1.647962,-0.994923,0.270427,0.677888,0.293414,0.49892,-0.007022268,stable
4.026329,1.262126,1.506548,1.706851,4.035704,-1.743667,-0.614842,-1.677196,0.060986,0.490666,0.050759,0.660522,-0.05163938,stable
2.543791,8.971471,1.77235,0.953119,3.70398,-1.581746,-1.085677,-1.036557,0.76576,0.421072,0.163298,0.28084,-0.02973178,stable
1.988427,3.08809,2.793694,2.453275,3.64726,-0.568161,-1.566936,-1.512163,0.592284,0.578714,0.389872,0.431582,-0.015609,stable
4.78411,5.94375,8.026197,3.532669,3.504813,-0.980012,-0.844888,-1.679914,0.4981,0.571307,0.337762,0.706813,0.04109099,unstable
8.053666,9.477708,8.880026,8.250111,3.594151,-1.362971,-1.542126,-0.689054,0.770552,0.410746,0.070308,0.114784,0.02852105,unstable
3.464978,7.25236,6.459255,5.312128,2.779347,-1.099099,-0.647288,-1.032961,0.575346,0.807408,0.458704,0.536131,0.06088459,unstable
7.812727,5.40039,4.532073,9.609136,3.89614,-1.385374,-1.463595,-1.047171,0.494525,0.934132,0.541531,0.494412,0.06264084,unstable
3.873695,5.61385,5.955072,4.946445,3.383133,-1.510395,-1.00545,-0.867287,0.684529,0.37582,0.344423,0.780398,0.05442553,unstable
6.079592,7.171235,4.382059,5.462627,4.081822,-1.93098,-1.420386,-0.730456,0.068692,0.142965,0.560396,0.47392,-0.009787586,stable
6.855399,5.950411,1.854024,9.287973,3.176544,-1.725034,-0.910183,-0.541326,0.102739,0.689898,0.709884,0.909216,0.02956865,unstable
6.551273,4.831684,1.758924,8.799592,4.775313,-0.881797,-1.933139,-1.960377,0.605974,0.89875,0.787771,0.391361,0.03706353,unstable
9.7627,3.937341,6.823992,8.897173,3.429209,-1.384557,-1.480281,-0.564371,0.453719,0.417382,0.240246,0.713687,0.03753512,unstable
8.081287,2.136493,7.109957,8.456681,3.751772,-0.745758,-1.572365,-1.433648,0.698477,0.271412,0.449851,0.406449,0.03594971,unstable
1.651481,3.847719,8.630278,1.064808,3.943817,-1.766541,-0.564346,-1.612929,0.719968,0.556117,0.212256,0.128609,-0.04744277,stable
4.798954,8.586603,2.568955,5.779509,4.009995,-1.635221,-0.58608,-1.788694,0.837137,0.526879,0.84867,0.387801,0.04406242,unstable
2.247961,8.02059,9.654605,2.928872,3.54213,-1.779269,-0.624963,-1.137898,0.698342,0.580783,0.699833,0.878605,0.01848,unstable
1.99821,6.033136,3.172759,9.410766,4.390063,-1.265248,-1.646649,-1.478167,0.249336,0.793692,0.206083,0.632003,0.02169007,unstable
6.752089,2.679327,0.548944,5.087348,2.706909,-0.914383,-1.142806,-0.649721,0.503874,0.747807,0.810926,0.468527,-0.02436725,stable
3.55822,7.51628,8.939453,5.833452,3.960188,-0.74255,-1.857712,-1.359926,0.248093,0.848792,0.365399,0.860434,0.06269733,unstable
1.687029,6.221476,3.45402,8.497352,4.472363,-0.992663,-1.994597,-1.485103,0.723185,0.997076,0.096415,0.515939,0.02275706,unstable
2.192112,2.35222,9.957074,1.455013,2.175644,-0.765163,-0.640168,-0.770313,0.923369,0.437319,0.058362,0.539652,-0.01924085,stable
2.692862,1.068938,3.924302,1.631197,3.540101,-1.357539,-1.125644,-1.056917,0.496278,0.290712,0.439888,0.560933,-0.05270387,stable
7.568808,3.879248,1.825864,9.240328,2.617376,-0.584688,-0.534414,-1.498273,0.96174,0.70982,0.942737,0.821379,0.05028388,unstable
4.035709,8.094921,1.036019,9.585597,4.623957,-1.843809,-1.771921,-1.008227,0.723897,0.844509,0.128505,0.274082,0.02709893,unstable
3.309345,5.328861,8.218944,4.255213,2.270131,-0.647085,-0.987824,-0.635222,0.408899,0.349331,0.739024,0.095256,0.01287681,unstable
8.222931,9.387902,5.137732,8.505933,4.265118,-1.865996,-0.978032,-1.421089,0.937203,0.059677,0.053794,0.231927,0.02198215,unstable
7.808253,1.150278,2.658242,7.721943,3.226105,-0.508927,-0.734397,-1.982781,0.616464,0.442149,0.61299,0.227551,-0.02085382,stable
7.637649,4.9917,6.422943,2.142986,3.366137,-0.907923,-1.285075,-1.173138,0.639286,0.471583,0.430878,0.935079,0.03192763,unstable
8.690683,0.837016,8.965196,5.356793,3.80687,-1.514786,-1.719278,-0.572806,0.928937,0.167285,0.995742,0.614083,0.06882385,unstable
2.460077,7.38364,8.821839,3.599467,3.827361,-1.212989,-1.20954,-1.404833,0.66049,0.578014,0.609593,0.68989,0.03204173,unstable
8.076878,2.448858,5.810027,1.865334,4.281764,-1.601359,-1.39061,-1.289795,0.824456,0.588316,0.677887,0.988813,0.02621302,unstable
4.528011,6.351021,2.92652,0.522107,3.032822,-0.850883,-0.857171,-1.324768,0.45118,0.150422,0.589915,0.991632,-0.03098893,stable
7.309765,0.678899,3.121928,0.974155,4.432176,-1.6358,-1.454535,-1.341841,0.356806,0.191537,0.91721,0.858202,-0.0695007,stable
3.265514,6.225755,6.031141,2.914761,3.790332,-0.807726,-1.935833,-1.046772,0.724569,0.111695,0.793617,0.538597,0.03144239,unstable
2.501787,3.087194,7.493896,2.177944,3.817471,-0.958986,-1.044281,-1.814205,0.503049,0.107808,0.534358,0.35784,-0.03606094,stable
3.19396,6.746447,4.132327,7.132417,3.776045,-1.5096,-1.403046,-0.863399,0.594433,0.344543,0.941064,0.322576,0.03866232,unstable
4.394277,3.152306,4.730608,4.313264,3.109154,-1.704214,-0.811665,-0.593275,0.298396,0.234366,0.110968,0.365375,-0.035725,stable
5.982439,6.537238,3.675827,6.984559,3.425834,-0.966159,-0.825323,-1.634352,0.92164,0.834647,0.069576,0.928716,0.08832381,unstable
6.591105,2.384957,1.186624,3.63522,3.244034,-1.070162,-1.163968,-1.009904,0.804854,0.97142,0.392021,0.346104,0.003755299,unstable
8.853322,4.955084,5.26475,6.534939,4.276893,-1.9551,-0.628744,-1.69305,0.59618,0.919181,0.925017,0.350536,0.0800005,unstable
1.889657,5.043001,7.873213,3.315627,5.292835,-1.892993,-1.748174,-1.651668,0.645118,0.810831,0.4188,0.501181,0.0210359,unstable
8.211001,8.631936,3.537728,7.012678,3.852701,-1.888343,-1.147586,-0.816772,0.21607,0.952945,0.984946,0.880714,0.07647522,unstable
1.774538,8.809008,6.573043,1.007174,4.396502,-1.80787,-1.38146,-1.207172,0.522204,0.96098,0.118504,0.70014,-0.01591538,stable
6.085032,9.189565,7.623199,2.321036,4.639307,-1.483477,-1.836135,-1.319695,0.522034,0.187612,0.176452,0.894069,-0.01220823,stable
1.069438,6.581439,1.230892,9.937483,3.756828,-1.52472,-0.516322,-1.715786,0.501101,0.381437,0.773236,0.822149,-0.02539048,stable
8.720237,4.814795,1.354791,0.699477,4.376499,-1.039378,-1.670406,-1.666716,0.186972,0.560566,0.26695,0.78953,-0.04216352,stable
8.368099,3.646344,3.286204,9.037365,3.315858,-1.075754,-1.33928,-0.900825,0.96861,0.612718,0.110322,0.447626,0.04283254,unstable
6.402085,8.895542,7.545486,1.142839,3.032878,-0.51383,-0.937575,-1.581473,0.319868,0.640747,0.297262,0.735798,-0.001328678,stable
4.429469,2.657028,1.795997,7.34092,2.574283,-0.740217,-0.840018,-0.994048,0.140072,0.119344,0.657044,0.719597,-0.02566895,stable
1.034897,2.258124,9.663097,4.748733,5.021437,-1.829841,-1.804586,-1.38701,0.714053,0.859631,0.142969,0.855962,-0.001708202,stable
6.649783,3.364061,7.578625,9.178135,5.423032,-1.75849,-1.837076,-1.827466,0.227095,0.316439,0.805597,0.544755,0.04193553,unstable
7.3316,5.307695,7.281801,1.371112,3.661201,-0.896534,-1.013253,-1.751414,0.355884,0.788301,0.185518,0.173732,0.006782586,unstable
7.952605,9.658877,4.904558,7.700079,3.776663,-0.938962,-1.155967,-1.681734,0.567821,0.923255,0.667223,0.591211,0.07754045,unstable
9.154298,5.441777,7.363038,7.743503,5.142204,-1.516616,-1.640434,-1.985154,0.758274,0.740251,0.808226,0.974289,0.09914192,unstable
2.108124,1.481285,2.012709,6.753798,3.70872,-1.252889,-0.716175,-1.739656,0.857725,0.751967,0.268343,0.388497,-0.03089639,stable
6.402552,7.58476,6.461132,6.921087,4.492616,-1.892376,-1.734804,-0.865437,0.324035,0.842405,0.885459,0.144571,0.06639262,unstable
4.152651,9.014167,3.634691,3.485027,4.41687,-1.319831,-1.166295,-1.930744,0.69778,0.557099,0.48271,0.390224,0.02012881,unstable
8.1711,9.573245,7.211335,7.662758,3.825568,-1.242872,-1.62499,-0.957706,0.218274,0.352252,0.948276,0.870686,0.07353,unstable
6.87693,6.231908,8.659612,4.001832,4.028207,-1.72099,-1.549321,-0.757896,0.186774,0.761001,0.648758,0.662914,0.054718,unstable
8.488437,2.205667,4.581442,5.938537,4.80582,-1.307203,-1.938798,-1.559819,0.118187,0.265445,0.216742,0.429184,-0.03578262,stable
4.849068,8.967961,5.675186,2.369163,4.791051,-1.74075,-1.492444,-1.557857,0.375504,0.467449,0.791499,0.21249,0.02703268,unstable
8.138802,2.148526,4.66221,9.890775,3.244141,-0.688255,-1.056225,-1.499661,0.910211,0.886419,0.294392,0.137798,0.01177616,unstable
2.158165,8.664514,1.552359,9.641426,3.208722,-0.648809,-1.485742,-1.074171,0.147131,0.537683,0.554673,0.925769,0.02141206,unstable
6.191609,6.833359,8.22783,9.916623,5.116211,-1.777409,-1.85615,-1.482652,0.852012,0.068194,0.209082,0.138417,0.01041292,unstable
4.510548,9.931167,6.258212,4.041834,5.752706,-1.816368,-1.99674,-1.939598,0.863819,0.330249,0.802834,0.499209,0.0591172,unstable
0.796721,7.410375,3.396459,0.514845,3.131518,-1.138811,-1.294485,-0.698222,0.326967,0.149054,0.653265,0.813904,-0.03980014,stable
9.779831,6.740159,8.230866,6.62698,3.852626,-1.012906,-1.668437,-1.171283,0.814121,0.281746,0.306902,0.468119,0.04958485,unstable
4.115553,5.430355,3.989461,7.019612,4.03507,-1.239958,-1.501256,-1.293856,0.330177,0.933459,0.6745,0.685815,0.07423911,unstable
3.31276,4.876673,2.065375,1.835254,2.290974,-0.583011,-1.121943,-0.58602,0.527052,0.610672,0.660786,0.506207,0.008147282,unstable
4.064073,1.880307,3.311282,7.805816,2.648266,-0.881282,-0.912534,-0.854451,0.713912,0.050296,0.151963,0.966377,0.02702855,unstable
2.725277,1.166149,2.118463,5.068798,4.221618,-1.80822,-0.682992,-1.730405,0.478894,0.937753,0.924896,0.591832,0.005217225,unstable
9.014864,7.026713,4.719881,1.210872,4.631762,-1.345567,-1.951503,-1.334692,0.054591,0.736111,0.849372,0.555606,0.01792645,unstable
0.834481,2.347269,6.117279,0.69677,4.65273,-1.585568,-1.069064,-1.998098,0.093723,0.600662,0.516075,0.558559,-0.03741103,stable
2.830986,2.22313,9.989331,3.182016,3.777023,-0.915839,-0.948298,-1.912885,0.171864,0.994793,0.322652,0.752296,-0.0222646,stable
7.512814,9.616251,8.045889,2.200809,2.377325,-0.688485,-0.703106,-0.985733,0.118933,0.280216,0.932764,0.967001,0.01899442,unstable
7.887167,6.07619,1.36418,0.621768,3.031451,-0.667908,-0.981786,-1.381757,0.144054,0.55952,0.773858,0.179348,-0.04172907,stable
7.634393,6.667261,7.049754,1.274695,2.172094,-0.89865,-0.605991,-0.667453,0.176441,0.448487,0.739171,0.340315,0.01627701,unstable
4.678885,7.074387,7.644988,9.119324,4.346568,-0.969881,-1.588267,-1.78842,0.172785,0.820657,0.708621,0.069693,0.04458958,unstable
2.412705,3.304223,3.097091,1.449613,2.907531,-1.083136,-0.994341,-0.830053,0.442629,0.080577,0.617472,0.562298,-0.03194173,stable
1.596736,5.744044,5.888295,2.434392,3.762364,-1.019351,-0.869846,-1.873167,0.769447,0.733218,0.096916,0.15905,-0.03333606,stable
6.243632,4.068233,5.202476,5.736602,3.613625,-1.710199,-1.298557,-0.604869,0.762506,0.094735,0.80137,0.491514,0.06004729,unstable
1.507086,7.759451,0.692641,9.357056,3.050949,-0.914722,-0.818951,-1.317276,0.356518,0.722878,0.406392,0.814698,0.01570261,unstable
6.0919,9.593209,1.577383,9.545373,2.920894,-1.61475,-0.565186,-0.740958,0.602917,0.51608,0.138505,0.172748,0.0126727,unstable
4.508485,5.890593,8.452697,5.937674,2.785477,-1.334143,-0.944818,-0.506517,0.589455,0.359249,0.470678,0.445448,0.03849213,unstable
4.080095,1.570346,5.166963,9.910756,3.091287,-1.383473,-0.566541,-1.141274,0.334804,0.484788,0.373616,0.261819,-0.04924324,stable
5.316172,4.302574,4.106854,7.489058,4.612022,-1.93175,-1.172771,-1.507501,0.414755,0.601359,0.370233,0.111654,0.003958634,unstable
4.541829,1.969862,8.513193,7.562036,4.362835,-1.626414,-1.761731,-0.97469,0.409785,0.121397,0.165888,0.457982,-0.01622745,stable
1.82536,7.276412,9.257796,5.702994,3.82334,-0.900295,-1.882187,-1.040858,0.85779,0.860107,0.523288,0.576187,0.04266715,unstable
3.940269,5.320736,4.092187,2.656126,3.005526,-1.268877,-1.016023,-0.720626,0.654786,0.428863,0.182378,0.94189,0.03065946,unstable
3.129873,0.814807,1.65953,4.171825,3.669008,-1.231411,-1.293677,-1.143921,0.089508,0.081422,0.949633,0.338347,-0.0467513,stable
0.572904,5.923458,3.166397,8.849244,3.974982,-1.885013,-1.411007,-0.678961,0.062576,0.168703,0.109515,0.960911,0.009486251,unstable
5.027946,2.768618,2.41317,2.085267,3.748713,-0.812493,-1.255769,-1.68045,0.701075,0.16184,0.976131,0.67882,0.02042508,unstable
8.492566,5.554425,3.394195,4.838147,3.615533,-0.69657,-1.562637,-1.356326,0.408684,0.863176,0.996816,0.778041,0.08195125,unstable
6.469043,7.099095,5.578326,5.066913,4.070309,-1.46876,-1.625973,-0.975577,0.221118,0.19467,0.410025,0.514347,0.007872159,unstable
7.93311,3.155478,7.292384,6.203915,3.839754,-1.517137,-0.932695,-1.389922,0.823026,0.675045,0.839612,0.589301,0.07862886,unstable
3.735131,3.38944,8.474883,1.5248,3.34887,-1.28065,-0.838186,-1.230033,0.19319,0.608711,0.400194,0.850888,-0.04959682,stable
6.971787,8.538894,3.349886,8.342161,4.314879,-1.011688,-1.565815,-1.737377,0.533209,0.103159,0.390107,0.420543,0.01137707,unstable
1.179646,9.750985,6.328627,6.633937,4.500072,-0.999941,-1.553273,-1.946859,0.969475,0.066459,0.66503,0.361522,-0.01330012,stable
7.884531,9.50171,2.129477,2.963162,3.374971,-0.551139,-0.839552,-1.984279,0.451546,0.578244,0.524818,0.528471,0.002966546,unstable
7.561637,8.933701,3.343445,4.650711,4.231189,-1.152435,-1.403988,-1.674766,0.214005,0.870198,0.521203,0.119668,0.02162337,unstable
5.472282,5.530642,0.779394,7.295877,2.708765,-0.903529,-1.109823,-0.695414,0.40441,0.524787,0.375961,0.681321,0.02168958,unstable
2.147674,7.619568,0.527313,7.541448,3.405977,-1.466232,-1.260874,-0.678871,0.099378,0.638988,0.626109,0.718858,0.003142695,unstable
6.62546,8.851015,9.413108,9.330661,3.886869,-1.036351,-1.104742,-1.745777,0.378542,0.51091,0.843751,0.336192,0.06032492,unstable
5.217244,6.992634,0.998386,3.712306,3.190212,-1.217476,-0.873119,-1.099617,0.850873,0.894827,0.992187,0.154891,0.02713443,unstable
6.271585,5.096845,5.843367,4.877916,4.259356,-0.571935,-1.778852,-1.908569,0.150502,0.237283,0.715706,0.346905,0.01528358,unstable
6.205578,6.522829,7.312528,2.028206,2.835151,-0.648537,-1.54786,-0.638754,0.87977,0.608149,0.170082,0.451697,0.03956938,unstable
4.014618,2.456364,5.969949,3.98444,3.784245,-1.475598,-1.39683,-0.911817,0.783444,0.985939,0.634418,0.731168,0.0804074,unstable
8.911636,6.537649,5.19174,7.856279,4.082079,-1.557165,-1.165972,-1.358942,0.516318,0.14044,0.286853,0.05017,-0.008907278,stable
2.130613,7.221275,2.981918,2.121877,4.30282,-1.291557,-1.783317,-1.227945,0.691449,0.271813,0.472888,0.249139,-0.03889818,stable
0.648182,7.454384,4.662994,9.710792,2.256166,-0.647994,-0.980194,-0.627978,0.70677,0.468082,0.421167,0.56743,-0.00744579,stable
9.476457,9.244047,0.58269,8.018675,3.764438,-0.695284,-1.101593,-1.967561,0.492806,0.989992,0.495867,0.78765,0.0530152,unstable
6.380482,4.645534,5.68033,3.171946,3.614192,-0.782095,-1.521825,-1.310271,0.780219,0.792662,0.61602,0.894199,0.08883908,unstable
6.397999,3.595892,5.534412,8.284133,3.811527,-1.055312,-1.761897,-0.994319,0.897182,0.442766,0.649143,0.217823,0.05557724,unstable
4.651412,3.010055,0.647651,1.855809,3.127166,-1.064601,-1.518654,-0.543911,0.947325,0.950858,0.895609,0.512879,0.02700663,unstable
4.645521,2.365462,4.41158,9.867635,2.820007,-0.895646,-0.918263,-1.006097,0.907542,0.171708,0.819911,0.157448,0.03068841,unstable
7.210537,2.334313,3.366963,7.858648,4.518332,-1.457535,-1.685279,-1.375518,0.814628,0.49668,0.650749,0.309853,0.0279077,unstable
0.857838,9.316675,1.158918,2.100398,3.210855,-1.124087,-0.618755,-1.468013,0.244122,0.947484,0.713721,0.366217,-0.01346027,stable
4.622528,6.311079,1.447743,7.376786,3.406129,-1.676161,-0.883491,-0.846477,0.706442,0.253795,0.555306,0.334536,-0.003829579,stable
4.414193,2.103017,9.642927,1.714409,4.18127,-1.908593,-1.448399,-0.824277,0.587618,0.410264,0.363947,0.920194,-0.0373214,stable
1.901942,3.587295,4.351792,4.959477,3.213098,-0.625019,-0.735345,-1.852734,0.970318,0.068464,0.957307,0.437437,0.02864534,unstable
